SubjID,SNR,Quintile,AvgPupilDilation
P11,5,5,0.0731989872380845
P11,0,5,-0.0568955620454132
P11,-5,5,-0.172806772899631
P11,-10,5,0.0441741264794275
P12,5,1,0.275923388776528
P12,0,1,0.088203589972587
P12,-5,1,0.192468931327073
P12,-10,1,0.0931785550224791
P12,5,2,0.294918362496259
P12,0,2,0.00683271441601642
P12,-5,2,0.118352252464438
P12,-10,2,-0.055650822808031
P12,5,3,0.398299479993524
P12,0,3,0.204924217821035
P12,-5,3,0.181470573900749
P12,-10,3,0.152418159217749
P12,5,4,0.343681379826741
P12,0,4,0.304210972919097
P12,-5,4,0.232937159582174
P12,-10,4,-0.0355323702504645
P12,5,5,-0.002032762041691
P12,0,5,-0.141481367911074
P12,-5,5,-0.0399245036498158
P12,-10,5,0.0627909716506193
P13,5,1,0.482108419764332
P13,0,1,-0.231548227851453
P13,-5,1,0.36375709625052
P13,-10,1,0.376657354740621
P13,5,2,-0.0179178255153827
P13,0,2,-0.299299995645569
P13,-5,2,-0.133845840130629
P13,-10,2,0.508507905336567
P13,5,3,-0.230030202082509
P13,0,3,-0.308639647042493
P13,-5,3,-0.299425736910449
P13,-10,3,0.299523656236517
P13,5,4,-0.412241107171293
P13,0,4,-0.183063419988096
P13,-5,4,-0.306755338886653
P13,-10,4,0.353657325822278
P13,5,5,-0.212879647102546
P13,0,5,-0.0392973166911955
P13,-5,5,-0.0868178183940667
P13,-10,5,0.0808336266538308
HI14,5,1,-0.0771342863516999
HI14,0,1,-0.00722374786002446
HI14,-5,1,0.121691562469725
HI14,-10,1,0.427501776930239
HI14,5,2,0.0272543257077491
HI14,0,2,-0.179078811353413
HI14,-5,2,-0.0495199708398414
HI14,-10,2,-0.0664678267790192
HI14,5,3,0.101166078156213
HI14,0,3,-0.213587628410376
HI14,-5,3,0.0366768754643618
HI14,-10,3,-0.118760244579612
HI14,5,4,0.00302012416841087
HI14,0,4,-0.0423568923746782
HI14,-5,4,-0.200642868244255
HI14,-10,4,0.097544735617737
HI14,5,5,0.159090192616475
HI14,0,5,0.184233534888543
HI14,-5,5,0.108256519453586
HI14,-10,5,0.36053101626611
HI15,5,1,0.271033957134471
HI15,0,1,0.202392619658595
HI15,-5,1,0.252076147280636
HI15,-10,1,0.239775981526374
HI15,5,2,0.223784349904358
HI15,0,2,0.271973626776839
HI15,-5,2,0.238506657186122
HI15,-10,2,0.267542305040417
HI15,5,3,0.234210387146664
HI15,0,3,0.169425566934992
HI15,-5,3,0.147819026788709
HI15,-10,3,0.164755249638356
HI15,5,4,0.135341451303944
HI15,0,4,0.14096701471722
HI15,-5,4,0.251763731951209
HI15,-10,4,0.169943708043204
HI15,5,5,0.176538987078713
HI15,0,5,0.189746931615566
HI15,-5,5,0.129682201160907
HI15,-10,5,0.122039726308884
P17,5,1,0.0136813226910181
P17,0,1,0.21341377591891
P17,-5,1,0.21194234432303
P17,-10,1,0.161023030039259
P17,5,2,0.055883223801982
P17,0,2,0.382416666193665
P17,-5,2,0.137643374508042
P17,-10,2,0.0267778574277035
P17,5,3,0.0667468974349561
P17,0,3,0.0179055712548132
P17,-5,3,0.131760168856969
P17,-10,3,0.550049227126096
P17,5,4,0.121100837089011
P17,0,4,-0.0615752945606717
P17,-5,4,0.421698884990293
P17,-10,4,0.219314985091986
P17,5,5,0.126640881869732
P17,0,5,-0.00673992831088706
P17,-5,5,0.529312353626411
P17,-10,5,0.630173089311916
HI18,5,1,0.223323625674967
HI18,0,1,0.0524110289253713
HI18,-5,1,0.183933507985991
HI18,-10,1,0.246838781683898
HI18,5,2,0.0487665601938117
HI18,0,2,0.113279141372792
HI18,-5,2,0.0562251273949154
HI18,-10,2,-0.116781872304417
HI18,5,3,-0.0119559189895419
HI18,0,3,-0.106493428936604
HI18,-5,3,0.0580812648715929
HI18,-10,3,0.0300089143638866
HI18,5,4,-0.188429114534528
HI18,0,4,0.00483981331271543
HI18,-5,4,0.224677808450077
HI18,-10,4,0.0713975518566891
HI18,5,5,-0.0391293564531652
HI18,0,5,-0.113812298271538
HI18,-5,5,-0.0292360230151831
HI18,-10,5,0.100563939944695
P19,5,1,0.325900747948063
P19,0,1,0.108396772392165
P19,-5,1,0.305431544555773
P19,-10,1,0.275422944356971
P19,5,2,0.144425433412438
P19,0,2,0.119062329886737
P19,-5,2,0.346221357865097
P19,-10,2,0.164719486872508
P19,5,3,0.216269074286333
P19,0,3,0.0980451877929755
P19,-5,3,0.200408098089684
P19,-10,3,0.257690827569421
P19,5,4,-0.00671662021275368
P19,0,4,0.0643827174692552
P19,-5,4,0.0974896537400368
P19,-10,4,0.319302642330427
P19,5,5,0.240210872697853
P19,0,5,0.336242785649483
P19,-5,5,0.232654890333455
P19,-10,5,0.0395425982084675
HI20,5,1,0.336994527938199
HI20,0,1,0.079527642517473
HI20,-5,1,0.113858873971007
HI20,-10,1,0.205568962924111
HI20,5,2,-0.0510185228875527
HI20,0,2,0.0784040372607969
HI20,-5,2,0.22220081372736
HI20,-10,2,0.271291242699564
HI20,5,3,0.118615977548017
HI20,0,3,0.197591922989874
HI20,-5,3,-0.00648484985299636
HI20,-10,3,0.181927211307048
HI20,5,4,0.170656276613044
HI20,0,4,0.205174643197528
HI20,-5,4,0.18720770613808
HI20,-10,4,0.123628092521424
HI20,5,5,0.221981065738191
HI20,0,5,0.0163392695608683
HI20,-5,5,0.13987814885984
HI20,-10,5,0.111750539478619
HI21,5,1,0.29691025109679
HI21,0,1,0.29680118840274
HI21,-5,1,0.217854940656524
HI21,-10,1,0.147810737093149
HI21,5,2,0.194025020608897
HI21,0,2,0.296817170430076
HI21,-5,2,0.470935585497231
HI21,-10,2,0.198550421866416
HI21,5,3,0.24068157442012
HI21,0,3,0.221792503372387
HI21,-5,3,0.199083017480793
HI21,-10,3,0.189792257403117
HI21,5,4,0.10640332754943
HI21,0,4,0.135909737642057
HI21,-5,4,0.0969958112379058
HI21,-10,4,0.229704385107156
HI21,5,5,0.198415585693302
HI21,0,5,0.245126561314474
HI21,-5,5,0.232334457397879
HI21,-10,5,0.370810556533
P22,5,1,0.14064892922313
P22,0,1,0.0152463086578449
P22,-5,1,0.133408934736521
P22,-10,1,0.12513019493971
P22,5,2,0.0730539280129897
P22,0,2,0.161222717689016
P22,-5,2,0.094029026809137
P22,-10,2,-0.0146192423822469
P22,5,3,0.105606301809163
P22,0,3,0.25929655924012
P22,-5,3,0.0942554386196703
P22,-10,3,0.134826339962258
P22,5,4,0.146524032508248
P22,0,4,0.268743533862173
P22,-5,4,0.2041389200372
P22,-10,4,0.0775298904354094
P22,5,5,0.067219237283119
P22,0,5,0.0795940039468482
P22,-5,5,0.0982171437644779
P22,-10,5,0.0984408151589831
HI23,5,1,0.116514376000799
HI23,0,1,-0.0977806558248016
HI23,-5,1,0.0393285282738078
HI23,-10,1,0.206070925068411
HI23,5,2,-0.248151988863005
HI23,0,2,0.14854321516552
HI23,-5,2,-0.195416063560753
HI23,-10,2,-0.0927990836444782
HI23,5,3,-0.215675546324717
HI23,0,3,-0.104682683677235
HI23,-5,3,-0.209306770243841
HI23,-10,3,0.0835937083857615
HI23,5,4,0.326086137786984
HI23,0,4,-0.0467453769608771
HI23,-5,4,0.0910193482808877
HI23,-10,4,0.214982043253365
HI23,5,5,0.288116106871959
HI23,0,5,0.187082664066294
HI23,-5,5,0.0868542967758602
HI23,-10,5,0.0522121866801745
P25,5,1,0.280238235569205
P25,0,1,0.54658057417511
P25,-5,1,0.149708614073204
P25,-10,1,0.175925056606817
P25,5,2,0.191082567767924
P25,0,2,0.0869515622606883
P25,-5,2,0.26680431367774
P25,-10,2,0.163893875258083
P25,5,3,0.169049856197024
P25,0,3,0.0987073764566463
P25,-5,3,0.224242434331454
P25,-10,3,0.258287626574581
P25,5,4,-0.0237794817116445
P25,0,4,-0.163648738703293
P25,-5,4,-0.194128181137339
P25,-10,4,0.218843212820704
P25,5,5,0.051092057309431
P25,0,5,0.150528670938404
P25,-5,5,-0.112182144771721
P25,-10,5,0.116115479312721
P26,5,1,-0.137552035473688
P26,0,1,-0.0577674122583943
P26,-5,1,-0.156013747015518
P26,-10,1,0.371374128318094
P26,5,2,-0.0962861004324642
P26,0,2,-0.243730423665139
P26,-5,2,-0.217807304394936
P26,-10,2,-0.0460961178426018
P26,5,3,-0.198495846505399
P26,0,3,-0.14978196544924
P26,-5,3,-0.158079057557904
P26,-10,3,0.109622294347991
P26,5,4,-0.198769105569357
P26,0,4,0.0912788002796252
P26,-5,4,-0.0236613105838865
P26,-10,4,0.253148358118428
P26,5,5,-0.221355936074305
P26,0,5,0.165577450213508
P26,-5,5,0.0822468068364701
P26,-10,5,-0.313553042636832
HI27,5,1,-0.0159664576790406
HI27,0,1,0.0200444510849127
HI27,-5,1,-0.0247705841824229
HI27,-10,1,-0.0170620623119533
HI27,5,2,-0.226774411813396
HI27,0,2,-0.218300271947893
HI27,-5,2,0.153714231476866
HI27,-10,2,0.0102452250600249
HI27,5,3,-0.172508608389839
HI27,0,3,-0.0843569640200309
HI27,-5,3,-0.041339223765152
HI27,-10,3,-0.0871139473679704
HI27,5,4,-0.473152506020447
HI27,0,4,-0.447012544076294
HI27,-5,4,-0.268620605394365
HI27,-10,4,-0.0110796424864083
HI27,5,5,-0.212016283735323
HI27,0,5,-0.108230601068676
HI27,-5,5,-0.343408387485101
HI27,-10,5,-0.076685122056484
HI28,5,1,0.370614825130966
HI28,0,1,0.474540432504265
HI28,-5,1,0.618227121384921
HI28,-10,1,0.61474692380736
HI28,5,2,0.520420719299565
HI28,0,2,0.287713948471834
HI28,-5,2,0.533302671072239
HI28,-10,2,0.448955907772666
HI28,5,3,0.441294779476228
HI28,0,3,0.374466302030161
HI28,-5,3,0.384351547761861
HI28,-10,3,0.560206749832734
HI28,5,4,0.294241423834864
HI28,0,4,0.296456873177413
HI28,-5,4,0.343376999517764
HI28,-10,4,0.465697361518263
HI28,5,5,0.284295113347258
HI28,0,5,0.353773333771557
HI28,-5,5,0.267798735063019
HI28,-10,5,0.545164346427888
P30,5,1,-0.301350685528096
P30,0,1,-0.0986103861521576
P30,-5,1,0.0742291827982292
P30,-10,1,0.103446499939853
P30,5,2,-0.408578666310347
P30,0,2,-0.357146674729907
P30,-5,2,-0.0745066247263413
P30,-10,2,-0.356636294504845
P30,5,3,-1.23479015565677
P30,0,3,-0.423913625047195
P30,-5,3,-0.030834680095929
P30,-10,3,-0.142673443483672
P30,5,4,-1.01385787684339
P30,0,4,-0.0648096488761001
P30,-5,4,-0.39711942533082
P30,-10,4,-0.639549418441139
P30,5,5,-0.589208007687123
P30,0,5,-0.887872598353975
P30,-5,5,-0.586574408206114
P30,-10,5,-0.732993402565449
P31,5,1,0.123583243449865
P31,0,1,0.122774423222508
P31,-5,1,0.156234762203629
P31,-10,1,0.126088939069235
P31,5,2,0.226212264912493
P31,0,2,0.165062446495702
P31,-5,2,0.0916101162947171
P31,-10,2,0.284570353903998
P31,5,3,0.199632550898491
P31,0,3,0.170139767068077
P31,-5,3,0.168446575023771
P31,-10,3,0.291834520333396
P31,5,4,0.158086507658633
P31,0,4,-0.0578917420186881
P31,-5,4,0.0444553717985058
P31,-10,4,0.173146324373523
P31,5,5,0.0451487861987684
P31,0,5,0.223092529030776
P31,-5,5,0.214441349830342
P31,-10,5,0.216219364442523
P32,5,1,0.165576514437512
P32,0,1,0.367990805445539
P32,-5,1,0.347857284426725
P32,-10,1,0.739261160733468
P32,5,2,0.449378169359449
P32,0,2,0.148602064816022
P32,-5,2,-0.0606306498013933
P32,-10,2,0.507440454804188
P32,5,3,0.0709626110598685
P32,0,3,0.278887092060676
P32,-5,3,0.376898423971864
P32,-10,3,0.51324797829497
P32,5,4,0.0953240360352918
P32,0,4,0.453486787916463
P32,-5,4,0.333691723520944
P32,-10,4,0.270142632429033
P32,5,5,0.397762895608845
P32,0,5,0.264383092100898
P32,-5,5,0.89598884294662
P32,-10,5,0.0287585318822692
HI33,5,1,0.0483248276913727
HI33,0,1,-0.018933769378701
HI33,-5,1,-0.167422137829208
HI33,-10,1,-0.0670564400352609
HI33,5,2,0.194407419112659
HI33,0,2,-0.229412552334593
HI33,-5,2,-0.0515176405707049
HI33,-10,2,-0.210599129050721
HI33,5,3,-0.108649244721332
HI33,0,3,-0.0494605046409299
HI33,-5,3,-0.116748271222925
HI33,-10,3,-0.0206648289813248
HI33,5,4,-0.127278463530786
HI33,0,4,0.396296602192707
HI33,-5,4,0.28001057092065
HI33,-10,4,0.0684452862725638
HI33,5,5,0.0175161172025108
HI33,0,5,0.257259393675947
HI33,-5,5,-0.0676878416716249
HI33,-10,5,-0.0150171090206508
HI34,5,1,0.0557340704047388
HI34,0,1,0.20794652993664
HI34,-5,1,0.395659310863835
HI34,-10,1,0.256246519115088
HI34,5,2,-0.378725740187621
HI34,0,2,-0.244984869299981
HI34,-5,2,-0.236118633802574
HI34,-10,2,0.127407005268346
HI34,5,3,-0.234157143409742
HI34,0,3,0.0132336937124103
HI34,-5,3,-0.00844486987134372
HI34,-10,3,0.811911685758196
HI34,5,4,-0.058971910096978
HI34,0,4,0.355602395828207
HI34,-5,4,0.0227599566023875
HI34,-10,4,-0.0268318175638902
HI34,5,5,0.111142833314304
HI34,0,5,-0.102992062138976
HI34,-5,5,0.00962800630886359
HI34,-10,5,0.367667757044629
HI36,5,1,0.208677713944451
HI36,0,1,0.165469852058665
HI36,-5,1,0.26740784699493
HI36,-10,1,0.13875202195435
HI36,5,2,0.0995678756998301
HI36,0,2,0.133995130668334
HI36,-5,2,0.160454486299989
HI36,-10,2,0.225255656218153
HI36,5,3,0.156448982942723
HI36,0,3,0.182289231271775
HI36,-5,3,0.187013536348096
HI36,-10,3,0.148122999091327
HI36,5,4,0.23216521980896
HI36,0,4,0.0880905959222277
HI36,-5,4,0.127532055342853
HI36,-10,4,0.176850986113662
HI36,5,5,0.271438517698189
HI36,0,5,0.121998200057613
HI36,-5,5,0.16060311067145
HI36,-10,5,0.206383690929138
P37,5,1,0.468200729303001
P37,0,1,0.496747612664197
P37,-5,1,0.439092944075491
P37,-10,1,0.449789460389175
P37,5,2,0.564897597066168
P37,0,2,0.528344393215145
P37,-5,2,0.563919150762765
P37,-10,2,0.66288474452165
P37,5,3,0.475041168693802
P37,0,3,0.12317726460213
P37,-5,3,0.587093955114688
P37,-10,3,0.646897106826596
P37,5,4,0.44311430684716
P37,0,4,0.30736405450515
P37,-5,4,0.433941299243137
P37,-10,4,0.49302421807375
P37,5,5,-0.0187707246606408
P37,0,5,0.480584010211102
P37,-5,5,0.51483376514239
P37,-10,5,0.346053819424659
P38,5,1,-0.407234486459266
P38,0,1,-0.428512296391142
P38,-5,1,-0.0916783843481995
P38,-10,1,-0.0498048933456834
P38,5,2,-0.0312482781258329
P38,0,2,-0.56571420941548
P38,-5,2,-0.224337309273529
P38,-10,2,-0.504798481802474
P38,5,3,-0.423040259728974
P38,0,3,-0.0823005252757252
P38,-5,3,-0.501884418620153
P38,-10,3,0.509284803523253
P38,5,4,-0.0995645616328008
P38,0,4,-0.421387964930151
P38,-5,4,-0.18135804533673
P38,-10,4,-0.000475493932893679
P38,5,5,0.00196131861966683
P38,0,5,0.34803521961724
P38,-5,5,0.324013290253061
P38,-10,5,0.234336189329901
HI39,5,1,-0.00596005296258333
HI39,0,1,0.0252685493391323
HI39,-5,1,-0.165467879018223
HI39,-10,1,0.148145918345935
HI39,5,2,0.0245464004386894
HI39,0,2,0.000344831131308784
HI39,-5,2,0.137276411744069
HI39,-10,2,0.197626396751497
HI39,5,3,0.163485506644773
HI39,0,3,0.497518936548673
HI39,-5,3,0.0596443607154269
HI39,-10,3,0.253909592466266
HI39,5,4,0.161142988590163
HI39,0,4,0.154443835510048
HI39,-5,4,0.285250423066454
HI39,-10,4,0.22897729674694
HI39,5,5,-0.174875034675928
HI39,0,5,0.186461187976146
HI39,-5,5,0.182926575093549
HI39,-10,5,0.186633138891948
P40,5,1,0.326918411938601
P40,0,1,0.21778606487591
P40,-5,1,0.46169262392684
P40,-10,1,0.637091567589962
P40,5,2,0.202243446087668
P40,0,2,0.201217937963889
P40,-5,2,0.15457945015937
P40,-10,2,0.350132547565671
P40,5,3,-0.041865167732019
P40,0,3,0.18716164950619
P40,-5,3,0.107944797130755
P40,-10,3,0.482828612003531
P40,5,4,-0.0420660722820958
P40,0,4,0.0769238704337318
P40,-5,4,-0.0879752218055257
P40,-10,4,0.321600111400776
P40,5,5,0.0172339852445375
P40,0,5,0.0143909237421563
P40,-5,5,0.209895932850022
P40,-10,5,0.310015899133664
HI41,5,1,0.185486098348268
HI41,0,1,0.119078120893324
HI41,-5,1,0.201058594428851
HI41,-10,1,0.0781280579191369
HI41,5,2,0.237952284316932
HI41,0,2,0.205149563317306
HI41,-5,2,0.0138990634909994
HI41,-10,2,0.16142094872548
HI41,5,3,0.134897411968628
HI41,0,3,0.145967191090107
HI41,-5,3,0.0432478600009663
HI41,-10,3,0.171580306599912
HI41,5,4,0.0175389988406382
HI41,0,4,-0.0517154898427262
HI41,-5,4,0.178507911306379
HI41,-10,4,0.134030596004923
HI41,5,5,-0.0113517776929441
HI41,0,5,0.0721825506332274
HI41,-5,5,0.257161775200877
HI41,-10,5,0.307229602260601
HI42,5,1,0.505790542577232
HI42,0,1,0.0827524855715811
HI42,-5,1,0.256915612503802
HI42,-10,1,0.465964859994069
HI42,5,2,0.492387917320515
HI42,0,2,0.514426533357125
HI42,-5,2,0.290069157462439
HI42,-10,2,0.377762300969107
HI42,5,3,0.440357767119165
HI42,0,3,0.45053735528523
HI42,-5,3,0.46254650977498
HI42,-10,3,0.497015488446815
HI42,5,4,0.227980464953631
HI42,0,4,0.580965206238982
HI42,-5,4,0.284015183428962
HI42,-10,4,0.504980958876556
HI42,5,5,0.470875690080278
HI42,0,5,0.429749750037697
HI42,-5,5,0.434263697971369
HI42,-10,5,0.455101631798475
HI43,5,1,0.00808117049316471
HI43,0,1,0.0609858988485847
HI43,-5,1,0.00985891310230856
HI43,-10,1,-0.0266289250948837
HI43,5,2,0.0236028170647752
HI43,0,2,-0.0490225213531251
HI43,-5,2,0.0804331881006424
HI43,-10,2,-0.0247384027798085
HI43,5,3,0.086180905337611
HI43,0,3,0.0539997440281389
HI43,-5,3,-0.005144976102035
HI43,-10,3,0.0137355268636012
HI43,5,4,-0.0923363934990585
HI43,0,4,0.0358373464509728
HI43,-5,4,0.000899764434873586
HI43,-10,4,0.0151747107444447
HI43,5,5,0.0676472706246501
HI43,0,5,0.0522794494229779
HI43,-5,5,-0.013014076198098
HI43,-10,5,0.00988082918394
HI44,5,1,0.256067602901351
HI44,0,1,0.305908106936198
HI44,-5,1,0.169507337733205
HI44,-10,1,0.257015681006404
HI44,5,2,0.184362498557633
HI44,0,2,0.153142088149703
HI44,-5,2,0.292006176120618
HI44,-10,2,0.233519083085369
HI44,5,3,0.164943092257481
HI44,0,3,0.200233239383442
HI44,-5,3,0.280245415675513
HI44,-10,3,0.200667063022856
HI44,5,4,0.157722621430371
HI44,0,4,0.286758529407697
HI44,-5,4,0.290371841742298
HI44,-10,4,0.308098490566074
HI44,5,5,0.169147004625569
HI44,0,5,0.255642245196914
HI44,-5,5,0.252547915024412
HI44,-10,5,0.16289793032185
HI45,5,1,0.168717365927408
HI45,0,1,0.130541714951336
HI45,-5,1,0.114552236964334
HI45,-10,1,0.0845547273725615
HI45,5,2,0.127871159626815
HI45,0,2,0.0905220429634788
HI45,-5,2,0.26983475179784
HI45,-10,2,0.141116261822816
HI45,5,3,0.138452832069371
HI45,0,3,0.160916713902328
HI45,-5,3,0.295165150172081
HI45,-10,3,0.298139528045485
HI45,5,4,0.343597282078521
HI45,0,4,0.062708911802304
HI45,-5,4,0.189650610757947
HI45,-10,4,0.228046162912823
HI45,5,5,0.219430072485176
HI45,0,5,0.314045851219366
HI45,-5,5,0.29912385950362
HI45,-10,5,0.257735899343909
HI46,5,1,0.17419156815466
HI46,0,1,0.127433678532066
HI46,-5,1,0.13807727782624
HI46,-10,1,0.301198088953593
HI46,5,2,0.0684258528842813
HI46,0,2,0.156372874918727
HI46,-5,2,0.384203813067229
HI46,-10,2,0.30727778154437
HI46,5,3,0.124144751337455
HI46,0,3,0.137805669112431
HI46,-5,3,0.264741954157219
HI46,-10,3,0.228343366492522
HI46,5,4,0.124913553608846
HI46,0,4,0.224832011346144
HI46,-5,4,0.208716589979927
HI46,-10,4,0.181550538171075
HI46,5,5,0.0613599448528432
HI46,0,5,0.0828778044664254
HI46,-5,5,0.0439582590700758
HI46,-10,5,0.265655425130686
HI47,5,1,0.17639034767164
HI47,0,1,0.205728599822207
HI47,-5,1,0.196669970341052
HI47,-10,1,0.158872505962571
HI47,5,2,0.0171031739425063
HI47,0,2,0.0426009339642612
HI47,-5,2,0.232660694679088
HI47,-10,2,0.27063090137668
HI47,5,3,0.124023343562695
HI47,0,3,0.266016108314551
HI47,-5,3,0.169294015018246
HI47,-10,3,0.10749461353987
HI47,5,4,0.14647405592444
HI47,0,4,0.267406888462793
HI47,-5,4,0.207401137651823
HI47,-10,4,0.250878857842488
HI47,5,5,0.142943496186014
HI47,0,5,0.255920579460553
HI47,-5,5,0.176778577603295
HI47,-10,5,0.188222779856106
HI48,5,1,0.102860948791912
HI48,0,1,0.209371560651955
HI48,-5,1,0.168812235860518
HI48,-10,1,0.285256601384905
